Date Generated,Fiscal Year,REGION/DIVISION,Kinder,Elementary,JHS,SHS                              (Proposed),SHS                              (Actual),TOTAL,Kinder2,Elementary3,JHS4,SHS,TOTAL5,% of Filled Up Items,Unfilled
15-Sep,31-Dec,Tarlac City,0,1,2,23,23,26,0,0,0,0,0,0%,26
15-Sep,31-Dec,Munoz Science City,0,0,0,6,6,6,0,0,0,5,5,83.33%,1
15-Sep,31-Dec,Balanga City,0,1,7,22,22,30,0,1,7,21,29,96.67%,1
15-Sep,31-Dec,Malolos City,0,3,0,29,29,32,0,0,0,0,0,0%,32
15-Sep,31-Dec,San Jose City,0,3,2,19,19,24,0,3,2,18,23,95.83%,1
15-Sep,31-Dec,Mabalacat City,0,1,2,7,7,10,0,0,0,0,0,0%,10
15-Sep,31-Dec,Meycauayan City,0,1,0,13,13,14,0,1,0,11,12,85.71%,2
15-Sep,31-Dec,REGION V - BICOL REGION,,,,,,,,,,,,,
15-Sep,31-Dec,Albay,0,4,2,114,114,120,0,1,1,23,25,20.83%,95
15-Sep,31-Dec,Camarines Norte,0,1,2,45,45,48,0,1,2,38,41,85.42%,7
15-Sep,31-Dec,Camarines Sur,0,3,18,142,142,163,0,0,0,0,0,0%,163
15-Sep,31-Dec,Catanduanes,0,3,3,7,7,13,0,3,1,1,5,38.46%,8
15-Sep,31-Dec,Masbate,0,2,6,48,48,56,0,0,1,3,4,7.14%,52
15-Sep,31-Dec,Sorsogon,0,1,16,58,58,75,0,0,13,0,13,17.33%,62
15-Sep,31-Dec,Iriga City,0,0,1,9,9,10,0,0,0,0,0,0%,10
15-Sep,31-Dec,Legaspi City,0,0,2,13,13,15,0,0,2,2,4,26.67%,11
15-Sep,31-Dec,Naga City,0,1,9,5,5,15,0,0,6,0,6,40.00%,9
15-Sep,31-Dec,Sorsogon City,0,2,3,6,6,11,0,1,3,3,7,63.64%,4
15-Sep,31-Dec,Tabaco City,0,2,6,3,3,11,0,0,4,3,7,63.64%,4
15-Sep,31-Dec,Ligao City,0,0,1,15,15,16,0,0,0,0,0,0%,16
15-Sep,31-Dec,Masbate City,0,0,0,12,12,12,0,0,0,6,6,50.00%,6
15-Sep,31-Dec,REGION VI - WESTERN VISAYAS,,,,,,,,,,,,,
15-Sep,31-Dec,Himamaylan City,0,2,0,7,7,9,0,2,0,0,2,22.22%,7
15-Sep,31-Dec,Sipalay City,0,0,2,1,1,3,0,0,0,0,0,0%,3
15-Sep,31-Dec,Aklan,0,3,7,72,72,82,0,2,4,0,6,7.32%,76
15-Sep,31-Dec,Antique,0,13,8,54,54,75,0,0,0,0,0,0%,75
15-Sep,31-Dec,Capiz,0,1,5,82,82,88,0,0,0,0,0,0%,88
15-Sep,31-Dec,Guimaras,0,10,1,0,0,11,0,8,1,0,9,81.82%,2
15-Sep,31-Dec,Iloilo,0,25,32,123,123,180,0,13,10,0,23,12.78%,157
15-Sep,31-Dec,Negros Occidental,0,20,13,115,115,148,0,3,0,0,3,2.03%,145
15-Sep,31-Dec,Bacolod City,0,0,11,31,31,42,0,0,8,0,8,19.05%,34
15-Sep,31-Dec,Bago City,0,1,1,2,2,4,0,1,0,0,1,25.00%,3
15-Sep,31-Dec,Cadiz City,0,2,1,32,32,35,0,2,1,7,10,28.57%,25
15-Sep,31-Dec,Iloilo City,0,8,9,43,43,60,0,7,6,3,16,26.67%,44
15-Sep,31-Dec,La Carlota City,0,0,0,5,5,5,0,0,0,0,0,0%,5
15-Sep,31-Dec,Roxas City,0,1,4,5,5,10,0,1,3,0,4,40.00%,6
15-Sep,31-Dec,Sagay City,0,1,0,9,9,10,0,1,0,0,1,10.00%,9
15-Sep,31-Dec,San Carlos City,0,1,0,13,13,14,0,0,0,10,10,71.43%,4
15-Sep,31-Dec,Silay City,0,0,1,8,8,9,0,0,0,0,0,0%,9
15-Sep,31-Dec,Kabankalan City,0,3,2,15,15,20,0,0,0,0,0,0%,20
15-Sep,31-Dec,Passi City,0,2,1,12,12,15,0,0,0,0,0,0%,15
15-Sep,31-Dec,Escalante City,0,0,1,9,9,10,0,0,1,8,9,90.00%,1
15-Sep,31-Dec,Victorias City,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep,31-Dec,REGION VII - CENTRAL VISAYAS,,,,,,,,,,,,,
15-Sep,31-Dec,Bohol,0,30,67,20,20,117,0,25,21,0,46,39.32%,71
15-Sep,31-Dec,Cebu,0,17,37,273,273,327,0,17,24,12,53,16.21%,274
15-Sep,31-Dec,Cebu City,0,4,8,56,56,68,0,4,8,1,13,19.12%,55
15-Sep,31-Dec,Dumaguete City,0,0,3,16,16,19,0,0,0,0,0,0%,19
15-Sep,31-Dec,Lapu-Lapu City,0,0,4,25,25,29,0,0,4,22,26,89.66%,3
15-Sep,31-Dec,Mandaue City,0,0,12,18,18,30,0,0,9,13,22,73.33%,8
15-Sep,31-Dec,Negros Oriental,0,5,4,66,66,75,0,0,0,0,0,0%,75
15-Sep,31-Dec,Siquijor,0,1,1,14,14,16,0,0,0,0,0,0%,16
15-Sep,31-Dec,Toledo City,0,2,1,30,30,33,0,0,0,0,0,0%,33
15-Sep,31-Dec,Bayawan City,0,1,1,9,9,11,0,0,0,0,0,0%,11
15-Sep,31-Dec,Danao City,0,1,4,6,6,11,0,0,0,0,0,0%,11
15-Sep,31-Dec,Tagbilaran City,0,0,0,15,15,15,0,0,0,14,14,93.33%,1
15-Sep,31-Dec,Talisay City,0,4,2,25,25,31,0,4,1,3,8,25.81%,23
15-Sep,31-Dec,Tanjay City,0,1,3,1,1,5,0,1,2,1,4,80.00%,1
15-Sep,31-Dec,Bais City,0,1,4,7,7,12,0,1,4,7,12,100.00%,0
15-Sep,31-Dec,Guihulngan City,0,0,1,6,6,7,0,0,0,0,0,0%,7
15-Sep,31-Dec,Carcar City,0,1,2,30,30,33,0,0,0,0,0,0%,33
15-Sep,31-Dec,Bogo City,0,3,2,10,10,15,0,3,1,10,14,93.33%,1
15-Sep,31-Dec,"City of Naga, Cebu",0,1,3,28,28,32,0,1,3,28,32,100.00%,0
15-Sep,31-Dec,REGION VIII - EASTERN VISAYAS,,,,,,,,,,,,,
15-Sep,31-Dec,Biliran,0,0,0,13,13,13,0,0,0,4,4,30.77%,9
15-Sep,31-Dec,Leyte,0,7,12,97,97,116,0,6,9,69,84,72.41%,32
15-Sep,31-Dec,Southern Leyte,0,1,0,46,46,47,0,0,0,0,0,0%,47
15-Sep,31-Dec,Eastern Samar,0,4,1,51,51,56,0,4,1,9,14,25.00%,42
15-Sep,31-Dec,Northern Samar,0,35,0,85,85,120,0,0,0,0,0,0%,120
15-Sep,31-Dec,Samar (Western Samar),0,1,1,66,66,68,0,0,0,0,0,0%,68
15-Sep,31-Dec,Calbayog City,0,0,2,24,24,26,0,0,2,24,26,100.00%,0
15-Sep,31-Dec,Ormoc City,0,2,4,8,8,14,0,2,1,7,10,71.43%,4
15-Sep,31-Dec,Tacloban City,0,1,2,11,11,14,0,1,2,9,12,85.71%,2
15-Sep,31-Dec,Maasin City,0,2,0,4,4,6,0,2,0,4,6,100.00%,0
15-Sep,31-Dec,Catbalogan City,0,1,0,10,10,11,0,1,0,7,8,72.73%,3
15-Sep,31-Dec,Borongan City,0,2,1,35,35,38,0,2,1,6,9,23.68%,29
15-Sep,31-Dec,Baybay City,0,1,0,11,11,12,0,1,0,10,11,91.67%,1
15-Sep,31-Dec,DEPED REGION IX - ZAMBOANGA PENINSULA,,,,,,,,,,,,,
15-Sep,31-Dec,Zamboanga del Norte,0,5,5,100,100,110,0,4,5,98,107,97.27%,3
15-Sep,31-Dec,Zamboanga del Sur,0,12,11,32,32,55,0,8,7,0,15,27.27%,40
15-Sep,31-Dec,Zamboanga Sibugay,0,6,0,95,95,101,0,6,0,95,101,100.00%,0
15-Sep,31-Dec,Dapitan City,0,2,1,8,8,11,0,2,1,8,11,100.00%,0
15-Sep,31-Dec,Dipolog City,0,2,0,37,37,39,0,2,0,29,31,79.49%,8
15-Sep,31-Dec,Isabela City,0,0,1,19,19,20,0,0,1,19,20,100.00%,0
15-Sep,31-Dec,Pagadian City,0,7,10,1,1,18,0,6,10,1,17,94.44%,1
15-Sep,31-Dec,Zamboanga City,0,3,2,150,150,155,0,2,0,0,2,1.29%,153
15-Sep,31-Dec,REGION X - NORTHERN MINDANAO,,,,,,,,,,,,,
15-Sep,31-Dec,Bukidnon,0,11,18,86,86,115,0,10,6,5,21,18.26%,94
15-Sep,31-Dec,Camiguin,0,2,1,8,8,11,0,1,1,7,9,81.82%,2
15-Sep,31-Dec,Lanao del Norte,0,9,5,71,71,85,0,9,5,71,85,100.00%,0
15-Sep,31-Dec,Misamis Occidental,0,2,1,7,7,10,0,1,0,3,4,40.00%,6
15-Sep,31-Dec,Misamis Oriental,0,2,4,107,107,113,0,1,0,35,36,31.86%,77
15-Sep,31-Dec,Cagayan de Oro City,0,10,16,18,18,44,0,10,6,11,27,61.36%,17
15-Sep,31-Dec,Gingoog City,0,1,2,44,44,47,0,1,0,31,32,68.09%,15
15-Sep,31-Dec,Iligan City,0,2,10,15,15,27,0,0,0,0,0,0%,27
15-Sep,31-Dec,Ozamis City,0,3,7,25,25,35,0,3,6,22,31,88.57%,4
15-Sep,31-Dec,Oroquieta City,0,1,4,3,3,8,0,0,4,0,4,50.00%,4
15-Sep,31-Dec,Tangub City,0,1,1,17,17,19,0,1,1,17,19,100.00%,0
15-Sep,31-Dec,Valencia City,0,4,3,6,6,13,0,4,3,6,13,100.00%,0
15-Sep,31-Dec,Malaybalay City,0,5,7,16,16,28,0,5,7,15,27,96.43%,1
15-Sep,31-Dec,El Salvador,0,0,1,6,6,7,0,0,1,6,7,100.00%,0
15-Sep,31-Dec,REGION XI - DAVAO REGION,,,,,,,,,,,,,
15-Sep,31-Dec,Davao De Oro,0,2,4,95,95,101,0,1,2,9,12,11.88%,89
15-Sep,31-Dec,Davao del Norte,0,2,0,85,85,87,0,1,0,0,1,1.15%,86
15-Sep,31-Dec,Davao del Sur,0,2,4,40,40,46,0,2,4,3,9,19.57%,37
15-Sep,31-Dec,Davao Oriental,0,0,6,41,41,47,0,0,1,0,1,2.13%,46
15-Sep,31-Dec,Davao City,0,22,45,179,179,246,0,15,22,0,37,15.04%,209
15-Sep,31-Dec,Digos City,0,0,3,3,3,6,0,0,3,0,3,50.00%,3
15-Sep,31-Dec,Panabo City,0,2,4,21,21,27,0,2,4,1,7,25.93%,20
15-Sep,31-Dec,Tagum City,0,0,4,15,15,19,0,0,4,14,18,94.74%,1
15-Sep,31-Dec,Island Garden City of Samal,0,0,0,16,16,16,0,0,0,9,9,56.25%,7
15-Sep,31-Dec,Mati City,0,1,3,7,7,11,0,1,3,5,9,81.82%,2
15-Sep,31-Dec,Davao Occidental,0,0,2,25,25,27,0,0,0,0,0,0%,27
15-Sep,31-Dec,REGION XII - SOCCSKSARGEN,,,,,,,,,,,,,
15-Sep,31-Dec,North Cotabato,0,7,12,114,114,133,0,7,12,114,133,100.00%,0
15-Sep,31-Dec,Sarangani,0,0,5,62,62,67,0,0,5,62,67,100.00%,0
15-Sep,31-Dec,South Cotabato,0,6,9,95,95,110,0,6,8,79,93,84.55%,17
15-Sep,31-Dec,Sultan Kudarat,0,6,4,58,58,68,0,4,0,32,36,52.94%,32
15-Sep,31-Dec,General Santos City,0,1,0,49,49,50,0,0,0,12,12,24.00%,38
15-Sep,31-Dec,Kidapawan City,0,4,2,43,43,49,0,4,2,43,49,100.00%,0
15-Sep,31-Dec,Koronadal City,0,1,4,14,14,19,0,1,3,14,18,94.74%,1
15-Sep,31-Dec,Tacurong City,0,1,2,5,5,8,0,1,2,5,8,100.00%,0
15-Sep,31-Dec,REGION XIII (CARAGA),,,,,,,,,,,,,
15-Sep,31-Dec,Agusan del Norte,0,2,0,16,16,18,0,0,0,0,0,0%,18
15-Sep,31-Dec,Agusan del Sur,0,1,1,52,52,54,0,1,1,52,54,100.00%,0
15-Sep,31-Dec,Butuan City,0,2,3,21,21,26,0,0,0,0,0,0%,26
15-Sep,31-Dec,Siargao,0,1,0,8,8,9,0,0,0,0,0,0%,9
15-Sep,31-Dec,Surigao City,0,0,2,12,12,14,0,0,0,0,0,0%,14
15-Sep,31-Dec,Surigao del Norte,0,1,2,26,26,29,0,0,0,0,0,0%,29
15-Sep,31-Dec,Surigao del Sur,0,2,26,10,10,38,0,0,18,0,18,47.37%,20
15-Sep,31-Dec,Bislig City,0,0,1,2,2,3,0,0,1,2,3,100.00%,0
15-Sep,31-Dec,Dinagat Island,0,0,1,29,29,30,0,0,0,0,0,0%,30
15-Sep,31-Dec,Bayugan City,0,1,0,11,11,12,0,0,0,0,0,0%,12
15-Sep,31-Dec,Cabadbaran City,0,0,3,6,6,9,0,0,0,0,0,0%,9
15-Sep,31-Dec,Tandag City,0,0,2,16,16,18,0,0,2,16,18,100.00%,0
15-Sep,31-Dec,MBHTE-BARMM,,,,,,,,,,,,,
15-Sep,31-Dec,Special Geographic Division,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep,31-Dec,Cotabato City,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep,31-Dec,Basilan,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep,31-Dec,Lanao del Sur - I,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep,31-Dec,Lanao del Sur - II,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep,31-Dec,Maguindanao I,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep,31-Dec,Sulu,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep,31-Dec,Tawi-Tawi,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep,31-Dec,Marawi City,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep,31-Dec,Lamitan City,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep,31-Dec,Maguindanao II,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep,31-Dec,CAR,,,,,,,,,,,,,
15-Sep,31-Dec,Abra,0,3,3,26,26,32,0,3,1,3,7,21.88%,25
15-Sep,31-Dec,Apayao,0,0,3,14,14,17,0,0,0,7,7,41.18%,10
15-Sep,31-Dec,Benguet,0,27,36,7,7,70,0,25,24,6,55,78.57%,15
15-Sep,31-Dec,Ifugao,0,3,1,14,14,18,0,3,1,14,18,100.00%,0
15-Sep,31-Dec,Kalinga,0,2,0,8,8,10,0,2,0,8,10,100.00%,0
15-Sep,31-Dec,Mt. Province,0,3,6,2,2,11,0,2,6,1,9,81.82%,2
15-Sep,31-Dec,Baguio City,0,0,10,31,31,41,0,0,10,27,37,90.24%,4
15-Sep,31-Dec,Tabuk City,0,2,10,2,2,14,0,2,9,2,13,92.86%,1
15-Sep,31-Dec,NCR,,,,,,,,,,,,,
15-Sep,31-Dec,Manila,0,1,0,8,8,9,0,1,0,0,1,11.11%,8
15-Sep,31-Dec,Quezon City,0,7,7,55,55,69,0,7,6,47,60,86.96%,9
15-Sep,31-Dec,Pasay City,0,1,0,65,65,66,0,0,0,30,30,45.45%,36
15-Sep,31-Dec,Caloocan City,0,3,8,91,91,102,0,3,8,91,102,100.00%,0
15-Sep,31-Dec,Mandaluyong City,0,1,6,20,20,27,0,0,6,15,21,77.78%,6
15-Sep,31-Dec,Marikina City,0,0,4,22,22,26,0,0,4,0,4,15.38%,22
15-Sep,31-Dec,Makati City,0,0,0,23,23,23,0,0,0,6,6,26.09%,17
15-Sep,31-Dec,Pasig City,0,0,2,60,60,62,0,0,1,1,2,3.23%,60
15-Sep,31-Dec,Paranaque City,0,1,2,141,141,144,0,1,2,141,144,100.00%,0
15-Sep,31-Dec,Las Pinas City,0,1,3,17,17,21,0,1,1,10,12,57.14%,9
15-Sep,31-Dec,Valenzuela City,0,0,2,42,42,44,0,0,2,37,39,88.64%,5
15-Sep,31-Dec,Malabon City,0,0,2,5,5,7,0,0,2,5,7,100.00%,0
15-Sep,31-Dec,Taguig,0,6,2,26,26,34,0,5,1,3,9,26.47%,25
15-Sep,31-Dec,Muntinlupa City,0,0,1,51,51,52,0,0,1,14,15,28.85%,37
15-Sep,31-Dec,City of San Juan,0,0,1,2,2,3,0,0,1,2,3,100.00%,0
15-Sep,31-Dec,Navotas,0,0,0,11,11,11,0,0,0,11,11,100.00%,0
15-Sep,31-Dec,REGION IV-A (CALABARZON),,,,,,,,,,,,,
15-Sep,31-Dec,Cabuyao City,0,0,0,30,30,30,0,0,0,26,26,86.67%,4
15-Sep,31-Dec,General Trias City,0,3,4,65,65,72,0,0,1,11,12,16.67%,60
15-Sep,31-Dec,Batangas,0,3,15,157,157,175,0,1,0,0,1,0.57%,174
15-Sep,31-Dec,Cavite,0,6,9,148,148,163,0,4,7,58,69,42.33%,94
15-Sep,31-Dec,Laguna,0,6,10,72,72,88,0,0,0,0,0,0%,88
15-Sep,31-Dec,Quezon,0,4,8,167,167,179,0,4,5,15,24,13.41%,155
15-Sep,31-Dec,Rizal,0,4,9,144,144,157,0,0,0,0,0,0%,157
15-Sep,31-Dec,Batangas City,0,2,4,22,22,28,0,0,0,0,0,0%,28
15-Sep,31-Dec,Cavite City,0,0,0,13,13,13,0,0,0,0,0,0%,13
15-Sep,31-Dec,Lipa City,0,1,2,46,46,49,0,0,0,0,0,0%,49
15-Sep,31-Dec,Lucena City,0,0,3,14,14,17,0,0,0,0,0,0%,17
15-Sep,31-Dec,San Pablo City,0,3,8,9,9,20,0,0,0,0,0,0%,20
15-Sep,31-Dec,Calamba City,0,1,0,58,58,59,0,0,0,0,0,0%,59
15-Sep,31-Dec,Antipolo City,0,3,3,29,29,35,0,0,0,0,0,0%,35
15-Sep,31-Dec,Tanauan City,0,1,0,14,14,15,0,0,0,0,0,0%,15
15-Sep,31-Dec,Sta. Rosa City,0,0,2,13,13,15,0,0,0,0,0,0%,15
15-Sep,31-Dec,Dasmarinas City,0,0,1,60,60,61,0,0,1,16,17,27.87%,44
15-Sep,31-Dec,Tayabas City,0,0,1,9,9,10,0,0,1,9,10,100.00%,0
15-Sep,31-Dec,Bacoor City,0,0,3,29,29,32,0,0,2,18,20,62.50%,12
15-Sep,31-Dec,Imus City,0,5,4,19,19,28,0,5,4,13,22,78.57%,6
15-Sep,31-Dec,Binan City,0,0,2,19,19,21,0,0,0,0,0,0%,21
15-Sep,31-Dec,MIMAROPA REGION,,,,,,,,,,,,,
15-Sep,31-Dec,Marinduque,0,3,2,0,0,5,0,3,2,0,5,100.00%,0
15-Sep,31-Dec,Occidental Mindoro,0,0,2,71,71,73,0,0,2,0,2,2.74%,71
15-Sep,31-Dec,Oriental Mindoro,0,10,8,34,34,52,0,4,6,12,22,42.31%,30
15-Sep,31-Dec,Palawan,0,0,0,77,77,77,0,0,0,77,77,100.00%,0
15-Sep,31-Dec,Romblon,0,1,0,35,35,36,0,1,0,33,34,94.44%,2
15-Sep,31-Dec,Puerto Princesa City,0,2,2,36,36,40,0,1,2,0,3,7.50%,37
15-Sep,31-Dec,Calapan City,0,2,0,20,20,22,0,0,0,0,0,0%,22
30-Sep,31-Dec,School Abroad,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep,31-Dec,Region I - Ilocos Region,0,65,59,274,274,398,0,59,38,164,261,65.58%,137
30-Sep,31-Dec,Region II - Cagayan Valley,0,70,70,210,210,350,0,27,35,16,78,22.29%,272
30-Sep,31-Dec,Region III - Central Luzon,0,64,96,846,846,1006,0,18,41,255,314,31.21%,692
30-Sep,31-Dec,Region V - Bicol Region,0,19,69,477,477,565,0,8,38,145,191,33.81%,374
30-Sep,31-Dec,Region VI - Western Visayas,0,93,99,638,638,830,0,43,41,34,118,14.22%,712
30-Sep,31-Dec,Region VII - Central Visayas,0,72,159,655,655,886,0,59,101,123,283,31.94%,603
30-Sep,31-Dec,Region VIII - Eastern Visayas,0,57,23,461,461,541,0,21,19,280,320,59.15%,221
30-Sep,31-Dec,Deped Region IX - Zamboanga Peninsula,0,37,30,442,442,509,0,33,26,289,348,68.37%,161
30-Sep,31-Dec,Region X - Northern Mindanao,0,53,80,429,429,562,0,46,44,240,330,58.72%,232
30-Sep,31-Dec,Region XI - Davao Region,0,31,75,527,527,633,0,25,52,104,181,28.59%,452
30-Sep,31-Dec,Region XII - SOCCSKSARGEN,0,26,38,440,440,504,0,23,34,392,449,89.09%,55
30-Sep,31-Dec,Region XIII (Caraga),0,10,41,209,209,260,0,1,24,87,112,43.08%,148
30-Sep,31-Dec,MBHTE-BARMM,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep,31-Dec,CAR,0,40,69,104,104,213,0,38,54,71,163,76.53%,50
30-Sep,31-Dec,NCR,0,21,40,639,639,700,0,19,35,423,477,68.14%,223
30-Sep,31-Dec,NEGROS ISLAND REGION (NIR),0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep,31-Dec,Region IV-A (CALABARZON),0,42,88,1137,1137,1267,0,14,21,217,252,19.89%,1015
30-Sep,31-Dec,MIMAROPA Region,0,18,14,273,273,305,0,12,13,162,187,61.31%,118
30-Sep,31-Dec,SCHOOL ABROAD,,,,,,,,,,,,,
30-Sep,31-Dec,Kingdom of Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep,31-Dec,Kingdom of Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep,31-Dec,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep,31-Dec,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep,31-Dec,East Timor,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep,31-Dec,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep,31-Dec,Sultanate of Oman,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep,31-Dec,State of Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep,31-Dec,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep,31-Dec,REGION I - ILOCOS REGION,,,,,,,,,,,,,
30-Sep,31-Dec,Ilocos Norte,0,8,1,16,16,25,0,6,0,0,6,24.00%,19
30-Sep,31-Dec,Ilocos Sur,0,16,20,4,4,40,0,14,9,2,25,62.50%,15
30-Sep,31-Dec,La Union,0,9,8,39,39,56,0,8,6,2,16,28.57%,40
30-Sep,31-Dec,"Pangasinan I, Lingayen",0,12,11,105,105,128,0,12,10,84,106,82.81%,22
30-Sep,31-Dec,"Pangasinan II, Binalonan",0,7,9,34,34,50,0,7,5,16,28,56.00%,22
30-Sep,31-Dec,Dagupan City,0,0,0,10,10,10,0,0,0,8,8,80.00%,2
30-Sep,31-Dec,Laoag City,0,1,1,14,14,16,0,1,1,12,14,87.50%,2
30-Sep,31-Dec,San Carlos City-Region 1,0,3,5,4,4,12,0,2,4,4,10,83.33%,2
30-Sep,31-Dec,Urdaneta City,0,1,1,5,5,7,0,1,1,5,7,100.00%,0
30-Sep,31-Dec,Candon City,0,4,0,1,1,5,0,4,0,1,5,100.00%,0
30-Sep,31-Dec,Alaminos City,0,3,1,7,7,11,0,3,1,5,9,81.82%,2
30-Sep,31-Dec,Vigan City,0,0,0,18,18,18,0,0,0,18,18,100.00%,0
30-Sep,31-Dec,San Fernando City-Region 1,0,1,2,14,14,17,0,1,1,4,6,35.29%,11
30-Sep,31-Dec,Batac City,0,0,0,3,3,3,0,0,0,3,3,100.00%,0
30-Sep,31-Dec,REGION II - CAGAYAN VALLEY,,,,,,,,,,,,,
30-Sep,31-Dec,Batanes,0,0,0,2,2,2,0,0,0,2,2,100.00%,0
30-Sep,31-Dec,Cagayan,0,17,16,44,44,77,0,0,0,0,0,0%,77
30-Sep,31-Dec,Isabela,0,19,27,58,58,104,0,17,23,0,40,38.46%,64
30-Sep,31-Dec,Nueva Vizcaya,0,13,7,47,47,67,0,0,0,0,0,0%,67
30-Sep,31-Dec,Quirino,0,19,6,11,11,36,0,9,3,0,12,33.33%,24
30-Sep,31-Dec,Tuguegarao City,0,0,10,0,0,10,0,0,8,0,8,80.00%,2
30-Sep,31-Dec,Cauayan City,0,1,2,14,14,17,0,1,1,14,16,94.12%,1
30-Sep,31-Dec,Santiago City,0,0,1,26,26,27,0,0,0,0,0,0%,27
30-Sep,31-Dec,City of Ilagan,0,1,1,8,8,10,0,0,0,0,0,0%,10
30-Sep,31-Dec,REGION III - CENTRAL LUZON,,,,,,,,,,,,,
30-Sep,31-Dec,Aurora,0,2,0,12,12,14,0,0,0,0,0,0%,14
30-Sep,31-Dec,Bataan,0,4,10,45,45,59,0,0,0,0,0,0%,59
30-Sep,31-Dec,Bulacan,0,9,16,131,131,156,0,0,16,96,112,71.79%,44
30-Sep,31-Dec,Nueva Ecija,0,12,14,103,103,129,0,10,11,46,67,51.94%,62
30-Sep,31-Dec,Pampanga,0,7,3,97,97,107,0,0,0,0,0,0%,107
30-Sep,31-Dec,Tarlac,0,12,11,98,98,121,0,0,0,0,0,0%,121
30-Sep,31-Dec,Zambales,0,4,14,46,46,64,0,0,0,0,0,0%,64
30-Sep,31-Dec,Angeles City,0,0,1,40,40,41,0,0,0,0,0,0%,41
30-Sep,31-Dec,Cabanatuan City,0,1,2,37,37,40,0,0,0,0,0,0%,40
30-Sep,31-Dec,Olongapo City,0,0,1,10,10,11,0,0,0,0,0,0%,11
30-Sep,31-Dec,San Jose del Monte City,0,0,6,50,50,56,0,0,0,0,0,0%,56
30-Sep,31-Dec,San Fernando City,0,3,5,47,47,55,0,3,5,47,55,100.00%,0
30-Sep,31-Dec,Gapan City,0,0,0,11,11,11,0,0,0,10,10,90.91%,1
30-Sep,31-Dec,Tarlac City,0,1,2,23,23,26,0,0,0,0,0,0%,26
30-Sep,31-Dec,Munoz Science City,0,0,0,6,6,6,0,0,0,5,5,83.33%,1
30-Sep,31-Dec,Balanga City,0,1,7,22,22,30,0,1,7,22,30,100.00%,0
30-Sep,31-Dec,Malolos City,0,3,0,29,29,32,0,0,0,0,0,0%,32
30-Sep,31-Dec,San Jose City,0,3,2,19,19,24,0,3,2,18,23,95.83%,1
30-Sep,31-Dec,Mabalacat City,0,1,2,7,7,10,0,0,0,0,0,0%,10
30-Sep,31-Dec,Meycauayan City,0,1,0,13,13,14,0,1,0,11,12,85.71%,2
30-Sep,31-Dec,REGION V - BICOL REGION,,,,,,,,,,,,,
30-Sep,31-Dec,Albay,0,4,2,114,114,120,0,1,1,23,25,20.83%,95
30-Sep,31-Dec,Camarines Norte,0,1,2,45,45,48,0,1,2,38,41,85.42%,7
30-Sep,31-Dec,Camarines Sur,0,3,18,142,142,163,0,0,0,0,0,0%,163
30-Sep,31-Dec,Catanduanes,0,3,3,7,7,13,0,3,1,1,5,38.46%,8
30-Sep,31-Dec,Masbate,0,2,6,48,48,56,0,1,2,5,8,14.29%,48
30-Sep,31-Dec,Sorsogon,0,1,16,58,58,75,0,1,15,53,69,92.00%,6
30-Sep,31-Dec,Iriga City,0,0,1,9,9,10,0,0,1,9,10,100.00%,0
30-Sep,31-Dec,Legaspi City,0,0,2,13,13,15,0,0,2,2,4,26.67%,11
30-Sep,31-Dec,Naga City,0,1,9,5,5,15,0,0,6,0,6,40.00%,9
30-Sep,31-Dec,Sorsogon City,0,2,3,6,6,11,0,1,3,3,7,63.64%,4
30-Sep,31-Dec,Tabaco City,0,2,6,3,3,11,0,0,5,3,8,72.73%,3
30-Sep,31-Dec,Ligao City,0,0,1,15,15,16,0,0,0,0,0,0%,16
30-Sep,31-Dec,Masbate City,0,0,0,12,12,12,0,0,0,8,8,66.67%,4
30-Sep,31-Dec,REGION VI - WESTERN VISAYAS,,,,,,,,,,,,,
30-Sep,31-Dec,Himamaylan City,0,2,0,7,7,9,0,2,0,0,2,22.22%,7
